Id,SalePrice
1461,122234.99595954607
1462,139178.26368425868
1463,169872.05425123603
1464,199138.80165588704
1465,196257.109229338
1466,182619.85966400208
1467,200754.86627187568
1468,173034.14898422093
1469,208088.21435857064
1470,118252.26905730402
1471,200048.73990275606
1472,112555.15779928176
1473,88064.08531104377
1474,148705.89951938146
1475,111190.90212161012
1476,313040.5601473864
1477,249881.2444459641
1478,289183.32547083905
1479,268060.786995971
1480,386285.1067526749
1481,289265.55886911706
1482,211435.14327073924
1483,174685.6348820707
1484,172963.7164096596
1485,207308.9418675577
1486,207784.3780812315
1487,285212.27023808926
1488,260324.31090684875
1489,181886.99813074467
1490,232981.13720525906
1491,211504.5397035227
1492,90426.20873619162
1493,219465.95864771877
1494,288069.055335428
1495,275579.2790594172
1496,215710.9758721214
1497,158689.53289793117
1498,152318.14062558708
1499,162017.52946485823
1500,150472.59577405837
1501,189066.5901664925
1502,146061.91770617606
1503,286086.9948362963
1504,246544.7563357543
1505,223037.12948208873
1506,196997.14646901784
1507,241454.5830161007
1508,198596.4577680464
1509,153425.9317277366
1510,144251.46163180086
1511,147768.57980752306
1512,189769.14740378165
1513,166459.8966299236
1514,157420.37565639254
1515,204396.89912784973
1516,170779.4365469491
1517,166310.29242594854
1518,118868.13734456699
1519,240796.68304192333
1520,122672.23441717227
1521,113388.3173878718
1522,204902.22104703065
1523,74005.80278102169
1524,101185.63413032389
1525,98785.92745774228
1526,84605.05433561129
1527,90674.54326349322
1528,150072.45892381098
1529,128291.43018708576
1530,245827.12035458244
1531,143591.152408196
1532,118226.97817459295
1533,144876.4037867979
1534,123530.12278990482
1535,143188.4833131967
1536,97261.11960651481
1537,43024.250792015344
1538,177981.4758796104
1539,217808.58082452475
1540,112522.13588625134
1541,153446.8771557015
1542,130444.29206359724
1543,184946.22151815298
1544,74419.69345434336
1545,130035.13048738625
1546,140107.97738154477
1547,141476.88529371202
1548,132213.49218529568
1549,126179.09895548911
1550,126041.0884012432
1551,131011.22886574047
1552,134539.79434796132
1553,167794.93210306636
1554,117656.4920646114
1555,158672.82303543587
1556,80258.39594810095
1557,90087.3651918302
1558,92457.05659742083
1559,73509.82218901988
1560,125176.04901615984
1561,123951.26049667632
1562,116698.84488869703
1563,114864.87732180918
1564,149011.5996263997
1565,139636.71973661834
1566,244002.25231359538
1567,68730.91128316056
1568,221420.9889397585
1569,92118.47818828106
1570,144207.14488795365
1571,120777.65388439351
1572,134066.2139798483
1573,243732.54268885555
1574,117219.29811654205
1575,243937.7574902057
1576,257909.03276118252
1577,198093.19049965322
1578,145811.96769055177
1579,136017.75282270706
1580,210010.48160637578
1581,136361.41669536347
1582,126789.1299771819
1583,306108.39758864103
1584,228178.42531053687
1585,157149.60739233403
1586,54049.45790390787
1587,98704.3609905158
1588,141576.61428394204
1589,107460.64324931579
1590,130113.32911829988
1591,74083.58355648315
1592,121236.56232247234
1593,149974.54461326927
1594,125317.97246966034
1595,119982.99402511201
1596,207090.72670360038
1597,168304.34246023546
1598,207105.51549056743
1599,199230.1585487778
1600,184604.3258740391
1601,24903.5680081615
1602,127355.30752933107
1603,58281.80662532197
1604,249541.2381377766
1605,269169.47064938827
1606,172844.3997801036
1607,165334.9957916307
1608,230633.1250730342
1609,196242.30817973719
1610,156917.8945868424
1611,164825.54056070687
1612,163753.33455398155
1613,173813.03547521902
1614,125002.01569292799
1615,69233.77672481374
1616,51993.70733653824
1617,56369.791967758676
1618,105159.82453405357
1619,156474.3104890607
1620,176108.86608452757
1621,134869.85455957672
1622,126776.44422876614
1623,257995.09999534872
1624,207024.93505708838
1625,118501.34759467759
1626,193549.41469215683
1627,193684.96306544903
1628,278215.20315467275
1629,195796.16426786513
1630,301298.02082662645
1631,211222.4666152919
1632,226392.8137579501
1633,194438.88502691837
1634,194399.92515804584
1635,189957.9277386557
1636,164017.96890678082
1637,195838.52893728542
1638,215091.81479757687
1639,199215.31065833883
1640,254297.0220786516
1641,197318.80075507134
